The entrance to the caves is under the broken bridge,The entrance to the caves is under the broken bridge,
"I recovered a strange dagger from some sort of ancient, pre-Imperial, ritual chamber in the caves beneath the lighthouse","I recovered a peculiar dagger from some sort of ancient, pre-Imperial, ritual chamber in the caves beneath the lighthouse",
Find Froggert!,Find Froggert!,
"Marsa, a young girl in the Idran camp, has lost her stuffed animal 'Froggert'","Marsa, a young girl in the Idran camp, has lost her stuffed animal, “Froggert”",
Getting it back for her might be a small act of kindness in a sea of horrors,Getting it back for her might be a small act of kindness in this sea of despair,
The wayward reptile has been recovered,The wayward reptile has been recovered,
Marsa was overjoyed,Marsa was overjoyed,
It felt good to help,It felt good to help,
Lost Sailors,Lost Sailors,
I met a small group of surviving sailors from the Zephyr camped near the wreck,I met a small group of surviving sailors from the Zephyr camped near the wreck,
"Their de-facto leader, Snow, has asked that I send any survivors I find his way","Their de facto leader, Snow, has asked that I send any survivors I find his way",
There should be at least 3 out there,There should be at least three out there,
Found so far,Found so far,
I sent those I could find to Snow’s camp,I sent those I could find to Snow’s camp,
"Though the group is still small, they certainly stand a better chance together than alone","Though the group is still small, they certainly stand a better chance at survival banding together",
Sealed Away,Sealed Away,
"Kat from the Zephyr, suggests we should look to see if the captain’s seal survived the sinking","Kat, a woman from the Zephyr, suggests we should look to see if the captain’s seal survived the sinking",
"Though the captain died on the Zephyr, one of the other crew-members might have managed to bring it ashore","Though the captain died on the decks of the Zephyr and now sleeps alongside it beneath the waves, one of the other crew members might have managed to bring it ashore",
Kat suggests we start by examining a cave to the west,Kat suggests we start by examining a cave to the west,
The seal is apparently quite valuable and the Nautical Guild would pay well to have it returned,The seal is apparently quite valuable and the Nautical Guild would pay well to have it returned,
We found the seal on one of the corpses in the cave,We found the seal on one of the corpses in the cave,
I'll hold onto it and perhaps there is an opportunity to return it to the Nautical Guild if we ever make it back to the mainland,"I'll hold onto it, with the hope of being able to turn it into the Nautical Guild for a reward; should we ever be able to leave this forsaken place and make it back to the mainland",
Rescue Natia,Rescue Natia,
"Philip, a survivor from Horryn, has pleaded with me to try and rescue his wife Natia who is being dragged away the meet “The Father” inside the keep","Philip, a survivor from Horryn, has pleaded with me to try and rescue his wife Natia who is being dragged away the meet “The Father” inside the keep",
She has auburn hair,She is a striking woman with auburn hair,
I managed to save Natia but not without her suffering a grievous wound,"I managed to save Natia, but not without her suffering a grievous wound",
Thankfully I feel certain she will recover,"Thankfully, I feel certain she will recover",
Philip took her to their small home near the Fisherman’s Gate,Philip took her to their small home near the Fisherman’s Gate,
I failed to rescue Natia and she lost her life at the hands of a Reaver,I failed to rescue Natia and she lost her life at the hands of a Reaver,
Philip offered me a gold ring as reward for the rescue of his wife,Philip offered me a gold ring as reward for the rescue of his wife,
Badge of Honor,Badge of Honour,
Encountered a ‘sewerjack’ under Horryn,I’ve Encountered a “sewerjack” under Horryn,
He lost his badge in a scrap with some vermin in one of the side-tunnels east of where I met him,He lost his badge in a scrap with some vermin in one of the side-tunnels east of where we met,
It seems he would be very happy if we recovered it for him,It seems he would be very happy if we recovered it for him,
I recovered the badge for the sewerjack,I recovered the badge for the sewerjack,
He couldn't offer much in the way of a reward but instead provided me with a hand drawn map of the sewers,"He couldn't offer much in the way of a reward, but instead provided me with a hand drawn map of the sewers",
Timber!,Timber!,
A lumberjack and his son were attacked by monsters in the woods,A lumberjack and his son were attacked by monsters in the woods,
The son got away but apparently his father didn’t,"His son got away, but apparently the father was not so fortunate",
The kid asked me to look for his father,The boy asked me to look for his father,
Apparently their camp can be found east of the big oak,"Apparently, their camp can be found east of the big oak tree",
"Against all odds, I found the lumberjack alive in a giant spider cocoon","Against all odds, I found the lumberjack still somehow alive in a giant spider cocoon",
He was grateful to be released and reunited with his son,He was grateful to be released and reunited with his son,
The Stargazer,The Stargazer,
"It seems Basilo, the wreck picker, has come across a chest of my belongings","It seems Basilo, the wreckpicker, has come across a chest of my belongings",
He’s agreed to turn it over if I help him,He’s agreed to turn it over if I help him,
It would appear an astronomer has set up a camp in the cliffs west of Basilo’s house,It would appear an astronomer has set up a camp in the cliffs west of Basilo’s house,
He’s asked me to bring him the telescope from the camp,He’s asked me to bring him the telescope from the camp,
I brought Basilo the telescope and traded it for my belongings,I brought Basilo the telescope and traded it to have my possessions returned,
Well of Tears,Well of Tears,
"Marita, a mourning mother, is being haunted by the laughter of her dead children coming from a well on her farm","Marita, a mourning mother, is being haunted by the laughter of her dead children coming from a well on her farm",
"Sadly, it seems to have driven her mad with grief","Sadly, it seems to have driven her mad with grief",
Perhaps there is a way for me to help her?,Perhaps there is a way for me to ease her suffering?,
I ventured into the well and recovered the bones of Marita’s two children,I ventured into the well and recovered the bones of Marita’s two children,
"In the darkness below, I encountered some kind of abominable mold creature that had the ability to mimic its victims","In the darkness below, I encountered some kind of abominable mould creature that had the ability to mimic its victims",
I pray this is the last time I encounter such a horror,I pray this is the last time I encounter such a horror,
Zephyr's Wreck,Zephyr's Wreck,
A group of Snow’s sailors disappeared whilst exploring the wreckage of the Zephyr,A group of Snow’s sailors disappeared whilst exploring the wreckage of the Zephyr,
Snow asks that I investigate their fate,Snow asks that I investigate their fate,
Examining the wreckage I came across a monstrously grown rat creature that spoke with the voice of a man,Examining the wreckage I came across a hideous and overgrown rodent that spoke with the voice of a man,
I dispatched it though I came too late to save the lives of the lost sailors,"Though I arrived too late to save the sailors, the creature is no more",
I best report back to Snow,I best report back to Snow,
Snow could not pay me for my work but assures me the Nautical Guild will not forget my service,"Snow couldn't grant me any tangible reward for my efforts, but assures me the Nautical Guild will not forget my service",
The Lost Captain,The Lost Captain,
"Zhara, this first mate of a stranded smuggler’s crew, has asked me to learn the fate of their captain, Iago","Zhara, this first mate of a stranded smuggler’s crew, has asked me to learn the fate of their captain, Iago",
He traveled to Horryn to visit the city’s black market right before it fell and that is where I should search for him,"He travelled to Horryn to visit the city’s black market right before it fell, so I should begin my search for his whereabouts there",
The entrance to the black market can be found in the city’s sewers,The entrance to the black market can be found somewhere in the city sewers,
We found Captain Iago in chains in the Rat Queen's dungeons,I found Captain Iago bound in chains in the Rat Queen's dungeons,
I should try to free him somehow as he has the potential to become a valuable ally,"It is said that  “a captain’s strength is tested by the loyalty he inspires in others”. Freeing him might prove to be a worthwhile endeavour, after all",
Sisters,Sisters,
"A woman named Julia in Horryn, asked me to find her sister, Ylia, who lives in Firgol","Julia of Horryn has asked me to find her sister, Ylia, who lives in on an island to the north, in Firgol",
Julia is convinced her sister is worried about her safety considering last week’s events in Horryn,Julia is convinced her sister is worried about her safety considering last week’s events in Horryn,
She wants me to inform Ylia that she is safe given the circumstances,She wants me to inform Ylia that she is relatively safe under the given the circumstances,
I met Ylia and talked to her but the encounter left me none the wiser,"I met Ylia and talked to her, but the encounter has only left me confounded",
It seems Ylia is not only oblivious to the state of the Outer Isles,It seems Ylia is not only oblivious to the state of the Outer Isles,
She also insists that her sister was not late at all and was in fact due to arrive in a few days time,She also insists that her sister was not late at all and was in fact due to arrive in a few days time,
I’m not sure what to make of this,I’m not certain what to make of this,
IAGO IN CHAINS,IAGO IN CHAINS,
Iago in Chains,Iago in Chains,
"I found Iago zha Droma, captain of the Weathermaiden, in chains in the black market of the Rat Queen","I found Iago zha Droma, captain of the Weathermaiden, in chains in the black market of the Rat Queen",
He begged me to intercede to the queen on his behalf,He begged me to intercede with the queen on his behalf,
"If I somehow manage to free him, he might make a valuable ally","If I somehow manage to free him, he might make a valuable ally",
Iago has been freed from the dungeons of the Rat-Queen,Iago has been freed from the dungeons of the Rat Queen,
The Queen's Request,The Queen's Request,
The Rat Queen has asked me to recover the Harbormaster's Ledger for her,The Rat Queen has asked me to recover the Harbourmaster's ledger for her,
She recommends searching the eastern sea-tower,She recommends searching the eastern sea-tower,
We can find that by following the eastern jetty all the way around to the entrance of the harbor,This can be found by following following the eastern jetty all the way around to the entrance of the harbour,
"I recovered the ledger and in return, the queen released Iago","I recovered the ledger and keeping her end of the bargain, the queen released Iago",
There is little love lost there,There is little love lost there,
Dying Light,Dying Light,
Mathias needs oil for the lighthouse,Mathias needs oil for the lighthouse,
I should search for it in the warehouses along the harbor in Horryn once I make my way there,"I should search for it in the warehouses along the harbour in Horryn, once I make my way there",
I found the oil and brought it to Mathias,I found the oil and brought it to Mathias,
The lighthouse should be well stocked for now,The lighthouse should shrine brightly for the fore-'sea'-able future,
"To show his gratitude, Mathias gave me his old broadsword","As a mark of his gratitude, Mathias parted with his old but trusty broadsword",
Fate of the Santa Fury,Fate of the Santa Fury,
"According to Carylla the mercenary captain, the wreck of the lost treasure-ship, the Santa Fury, is said to be located here on Idra","According to Carylla the mercenary captain, the wreck of the lost treasure-ship, the Santa Fury, is said to be located here on Idra",
Perhaps I could find it?,Perhaps I could find it?,
Hidden Clues,Hidden Clues,
"Carylla the mercenary captain says the Santa Fury is supposed to be found ""on dry land and near the lighthouse"" according to the rumor","Carylla, the mercenary captain, says that circling rumours sighted the Santa Fury ""on dry land and near the lighthouse"", or so they claim",
I should search for it,I should seek it out,
Found the Santa Fury - in a sense,Found the Santa Fury - one might say,
Turns out there is a painting of the ship hanging in the lighthouse,Turns out a painting of this ship hanging in the lighthouse was the solution to the riddle,
On the back of the painting was a poem,On the back of the painting was a poem,
It seems like it might offer directions to something buried in the ground,It seems like it might offer directions to something buried in the ground,
Buried Secrets,Buried Secrets,
"From the back of the ""Santa Fury","From the back of the ""Santa Fury","The Santa Fury made her flight"""
"From the center of the three, The Santa Fury made her flight","From the centre of the three, The Santa Fury set sail",
"Setting out to hide her booty, All within the lighthouse's sight","Setting out to hide her booty, Within the lighthouse's veil",
"leagues south began her trip, ""5 east"" the Captain cried. 4 more north, our valiant ship, Our plunder we shall hide!","leagues south began her trip, ""5 east!"" the Captain cried, ""4 more north, our valiant ship, Our plunder we shall hide!""",
Land ahoy!,Land ho!,
went up the roar,went up the roar,
We'll lay our treasure there!,We'll lay our treasure here!,
"Into the rising sun: 3 more, Then dig and have no fear!","Into the rising sun: 3 more, Then dig and have no fear!",
Pilgrimage,Pilgrimage,
